-0.37500	0.08333	0.08333	-0.08333	0.25000	0.25000	0.25000	
-0.37500	0.00000	0.08333	-0.08333	0.50000	0.50000	0.25000	
-0.37500	0.16667	0.41667	-0.25000	0.00000	0.00000	-0.25000	
-0.37500	0.08333	0.08333	0.08333	0.25000	0.25000	-0.25000	
-0.37500	0.08333	0.08333	-0.08333	0.25000	0.25000	0.25000	
-0.37500	0.16667	0.08333	0.08333	0.00000	0.00000	-0.25000	
-0.37500	0.08333	0.08333	0.08333	0.25000	0.25000	-0.25000	
-0.37500	0.08333	0.08333	-0.08333	0.25000	0.25000	0.25000	
-0.37500	0.16667	0.08333	-0.08333	0.00000	0.00000	0.25000	
-0.37500	0.16667	0.08333	0.08333	0.00000	0.00000	-0.25000	
-0.37500	0.08333	0.08333	-0.08333	0.25000	0.25000	0.25000	
-0.37500	0.08333	0.08333	0.08333	0.25000	0.25000	-0.25000	
-0.37500	0.16667	0.08333	-0.08333	0.00000	0.00000	0.25000	
-0.37500	0.08333	0.41667	-0.25000	0.25000	0.25000	-0.25000	
-0.37500	0.00000	0.08333	-0.08333	0.50000	0.50000	0.25000	
-0.37500	0.08333	0.08333	0.08333	0.25000	0.25000	-0.25000	
-0.37500	0.25000	0.08333	-0.08333	-0.25000	-0.25000	0.25000	
-0.37500	0.16667	0.41667	-0.25000	0.00000	0.00000	-0.25000	
-0.37500	0.16667	0.08333	0.08333	0.00000	0.00000	-0.25000	
-0.37500	0.25000	-0.08333	0.08333	-0.25000	-0.25000	0.25000	
-0.37500	0.08333	-0.08333	0.08333	0.25000	0.25000	0.25000	
-0.37500	0.08333	-0.08333	0.08333	0.25000	0.25000	0.25000	
-0.37500	0.08333	-0.08333	0.08333	0.25000	0.25000	0.25000	
-0.37500	0.08333	0.25000	-0.25000	0.25000	0.25000	0.25000	
-0.37500	0.25000	0.25000	-0.25000	-0.25000	-0.25000	0.25000	
-0.37500	-0.08333	-0.08333	-0.08333	0.75000	0.75000	0.75000	
-0.37500	0.25000	-0.08333	-0.08333	-0.25000	-0.25000	0.75000	
-0.37500	0.25000	-0.08333	-0.08333	-0.25000	-0.25000	0.75000	
-0.37500	0.08333	-0.08333	-0.08333	0.25000	0.25000	0.75000	
